text,cedis_code,cedis_complaint,domain,source,rule_applied
"sepsis, AMS",999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
subarachnoid hemorage,999,Unknown,General and Minor,silver,
"UTI, sepsis, CVA",999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
MC,999,Unknown,General and Minor,silver,
<NRP> like Activity,999,Unknown,General and Minor,silver,
"Snowmobile trauma, mandibular fracture",999,Unknown,General and Minor,silver,
"Sepsis unknown, heart failure",999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
complex fibl fb fx,999,Unknown,General and Minor,silver,
"COPD, ulcer",999,Unknown,General and Minor,silver,
severe sepsis,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
NIV,999,Unknown,General and Minor,silver,
CKDV,999,Unknown,General and Minor,silver,
R Leg,999,Unknown,General and Minor,silver,
pyelonephritis with suspected sepsis,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
CHF exacerbation,999,Unknown,General and Minor,rule,CHF_UNKNOWN
"Sepsis, pneumoni, hypoxia",999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
heart block,999,Unknown,General and Minor,silver,
"septic shock, ams",999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
"Abdominal pain, pyelonephritis, sepsis",999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
Res. <PERSON>,999,Unknown,General and Minor,silver,
"CHF exacerbation, renal failure, COVID",999,Unknown,General and Minor,rule,CHF_UNKNOWN
fracture,999,Unknown,General and Minor,silver,
Alcoholic Ketoacidosis,999,Unknown,General and Minor,silver,
cancer,999,Unknown,General and Minor,silver,
WRC FAC,999,Unknown,General and Minor,silver,
pirulinate dislocation,999,Unknown,General and Minor,silver,
sepsis with COVID,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
End Stage liver,999,Unknown,General and Minor,silver,
Liver failure,999,Unknown,General and Minor,silver,
liver failure,999,Unknown,General and Minor,silver,
pneumomediastinum,999,Unknown,General and Minor,silver,
pnuemothrax,999,Unknown,General and Minor,silver,
possible meningits/sepsis,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
Meningitis,999,Unknown,General and Minor,silver,
"SIUP <DATE_TIME>, Active herpes lesion",999,Unknown,General and Minor,rule,SIUP_HERPES_UNKNOWN
hepatic,999,Unknown,General and Minor,silver,
sepsis pna respiratory,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
MIS-C suspected,999,Unknown,General and Minor,silver,
"Hypotension, CA, abd pain",999,Unknown,General and Minor,silver,
<PERSON> pain,999,Unknown,General and Minor,silver,
U,999,Unknown,General and Minor,silver,
Sepsis,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
sepsis,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
<PERSON>,999,Unknown,General and Minor,silver,
PNA w sepsis,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
septic shock,999,Unknown,General and Minor,rule,SEPSIS_UNKNOWN
<NRP>,999,Unknown,General and Minor,silver,
<LOCATION>,999,Unknown,General and Minor,silver,
